reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
Ravi,5.0 out of 5 stars,Tuned bass ear phone for unique experience,https://www.amazon.in/gp/customer-reviews/RVOBC2MPPGXJ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 March 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Headphone is tuned for bass. It will be an unique experience to hear the same song compared to other even good ear phones. For unique bass experience.,,0
Hardik Walse,3.0 out of 5 stars,It's stunning.,https://www.amazon.in/gp/customer-reviews/RGH5NUQDVTG33/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 November 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound quality is stunning.... no other brand is like sennheiser. Brought it in 550 Rs in  great indian sale. Lost it in 10 days🤣.. brought new one in 649 Rs because it is awsm...,,0
Gs,5.0 out of 5 stars,Worth for miney,https://www.amazon.in/gp/customer-reviews/RDQAQJSAZGTO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 July 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,After the continue used of 15 days am writing this one.Best best best,,0
Rahul Chanda,3.0 out of 5 stars,Poor build quality. Feels like 50₹ headphones,https://www.amazon.in/gp/customer-reviews/R2CBS5GSPWF5HT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 30 July 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Really good sound quality. Best under 1500₹.Having said that very poor build quality.Feels like cheap 50₹ headphones.Expected Better.Verdict- Don't buy ; even with good high highs and good low lows. I doubt it will last for more than 4-5 months.,,0
azeez,5.0 out of 5 stars,Highly recommend and worth the price .,https://www.amazon.in/gp/customer-reviews/R299S8M7776AH4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 October 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Guys i am a sennheiser user and trust meah this product CX-180 street is amazing and highly recommend.  And more over it’s authentic and genuine product .,One person found this helpful,0
Amazon Customer,5.0 out of 5 stars,Awesome earplugs with mic,https://www.amazon.in/gp/customer-reviews/R8ENPTFTYN7K4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 20 January 2016,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Awesome earplugs with mic, I love it, i tried R&D with other headset, this is the best one i got, as the brand itself indicated that they are into sound engineering.Very good noise isolation,almost all the sound gets cut when u plug inBass is good even at low volumeGerman build quality2 years of true warrantyPouchAdditional connectorIn this price segment these are very goodAmazon Delivery rocksBest among this range of earphones100% recommended.",,0
Amazon Customer,4.0 out of 5 stars,Average headphones,https://www.amazon.in/gp/customer-reviews/RMMXHV195U22Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 March 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Quality has gone down. I used to own the same product which I bought from Flipkart over 3 years back. It had better sound and also lasted longer. It's a little over 6 months and the plastic is coming off from the headphones.,,0
Kayal. D,3.0 out of 5 stars,"Rate is high, ear bud is small.",https://www.amazon.in/gp/customer-reviews/R1GQTYCA1M8XJO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 July 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"It's nice to hear song.  But ear buds is small. Sound quality is OK. But rate is high. It's hasn't any volume adjustment button. It was little disappointed. Otherwise headset is OK. Dear sennheiser CX 180 try to improve ear bud size,It was little small.",,0
Kapil,3.0 out of 5 stars,"with low and medium sound the quality is good, but the moment you put this on high ...",https://www.amazon.in/gp/customer-reviews/R3LW18458ABA0E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 June 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"with low and medium sound the quality is good, but the moment you put this on high pitch you can only feel the treble. But this is the case with all the earphone in this range. You don't have mic. Wire length and build quality is good.",,0
Vaibhav,4.0 out of 5 stars,Average,https://www.amazon.in/gp/customer-reviews/R331K7A3JCYWUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 March 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Earphones, without mic is like check without sign do not buy this crap,go for another brand lk jbl etc. Very expensive in range of 800 to k.if you get deal with in 500 then go for it . Earphones are very delicate and fragile",,0
Anmol,3.0 out of 5 stars,Not worth buying.,https://www.amazon.in/gp/customer-reviews/R1X3FRL921V7T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 13 October 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound is good but not as per the price. Also the mic button is not working many times and sometimes the headphone itself doesn't work while receiving calls but works properly while listening music.,,0
Dara Naveen Kumar,3.0 out of 5 stars,It's okay at 750+ price.,https://www.amazon.in/gp/customer-reviews/R5B9D9YTQD1B8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 June 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Bass: 2.5.Sound clarity: 3.Stereo balance: 4.Total: 3.My rating after few days usage. I used it min 3hrs in a day without interruption. Giving this review after 4 days, means 12hrs I used for all kinds of sound and music. Not better than JBL but better than Skullcandy.",,0
Sudarshan,4.0 out of 5 stars,best sound quality,https://www.amazon.in/gp/customer-reviews/R35WH8CVWVOAEQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 March 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound is clear and bass is also goodwires gets entangled easily but it dosent matter . because overall product is goodIt doesnt pain to ears you can listen to long time,,0
Bhaskar Das,5.0 out of 5 stars,Must Buy for music lovers!!!,https://www.amazon.in/gp/customer-reviews/RLOGD3FW9XQEH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 October 2014,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,great product at such an amazing price... now you can talk as well as listen to your favorite music on the go... without any hassles.. sound clarity is impeccable... you would venture into a different world of music after wearing this headphone.... do buy it if you're a music buff,One person found this helpful,0
Sagar Sheth,5.0 out of 5 stars,Amazing quality,https://www.amazon.in/gp/customer-reviews/RN8T5DOKONBXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 November 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,The best earphones of this category. Even while traveling by bus or train one could avoid the external noise. The mic serves the best purpose while attending the calls.,One person found this helpful,0
Satya Pal,5.0 out of 5 stars,Brilliance at its best,https://www.amazon.in/gp/customer-reviews/RTIHG7GSM5XAB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 December 2016,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Bought this product 6 months ago but no problem at all , and one thing to mention my sister washed these headphones with my jeans and I thought omg these are gone , but still these are working brilliantly , jst one thing wish these headphones could have Mike, but that's fine , if u want it for movies and music",,0
TSJ,5.0 out of 5 stars,"Excellent audio, excellent price",https://www.amazon.in/gp/customer-reviews/R2FK4RXKUHAUB1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 June 2016,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I got this pair for my wife. She loved it. I've checked the quality. Its really good with a lovely balance of bass and treble. Lyrics are sharp and clear. Definitely would recommend this product.,One person found this helpful,0
Jimmy Ten Zen,5.0 out of 5 stars,"Superb at the price point, only lacks bass",https://www.amazon.in/gp/customer-reviews/R14J8G1GDFEL7S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 February 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"If you like crisp audio and are the type who prefers sound quality, this one delivers. Have been using these for a couple of months now and it still shows no signs of wear.The only con is the somewhat lacking bass, but that is easily offset by its ability to produce clear notes.",,0
09716839044,4.0 out of 5 stars,Awesome Quality Product from Sennheiser,https://www.amazon.in/gp/customer-reviews/RMEL3QIEE8X46/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 October 2017,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"The headset is awesome and when it's worn, you are isolated from the world.Only limitation is that the wires are not having any protection but I have been using it about a month rough it's able to withstand.The 3.5 mm jack seems to be wearing out the gold plating earlier than expected, I have to adjust the plug to get sound in both ear pieces other one works for all the time unadjusted.",,0
Krishna,3.0 out of 5 stars,Stopped working after 9 months,https://www.amazon.in/gp/customer-reviews/R209ADVXRX13WB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 November 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Left side ear bud was stopped working after 9 months of use. Claimed under warranty and company provided with new one.,,0
Yashwanth Munaga,2.0 out of 5 stars,Faulty Piece received.,https://www.amazon.in/gp/customer-reviews/R21FLIB2JI2CJB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 May 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Ordered this after going through positive reviews of the product. Received a faulty piece. Left earpiece isn't working. Please ensure quality check.Base on my experience with only one earpiece working, noise cancellation and sound was good.",,0
DIPANKAR,5.0 out of 5 stars,Amazing product.,https://www.amazon.in/gp/customer-reviews/R3C2FSVGMXFJD6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 September 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"This earphone is my LOVE. Bought it for the 2nd time. I had the same earphone and one side stopped working after 1.5 years, but unfortunately I lost my bill to get it replaced. It has 2 years warranty. So bought again without giving any second thought. 😊 Go for it.",,0
Sandip Kumar De,2.0 out of 5 stars,Poor quality; surprised by the average rating given by other reviewers.,https://www.amazon.in/gp/customer-reviews/R24OWGWUE7P7SA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 March 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I do not know how such good reviews are given fir this product. I find it very ordinary. The sound cracks at higher volume. For me it is a definitely no no.,,0
ashu,5.0 out of 5 stars,Amazing sound quality and Comfortable,https://www.amazon.in/gp/customer-reviews/R3CEO2GSAG5BOS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 7 November 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Amazing this is my 2nd after the first one damaged felt no earphone can replace its comfort,,0
Nirmalya Roy,5.0 out of 5 stars,Bough this a year and half ago and still going excellent,https://www.amazon.in/gp/customer-reviews/R3PWXHEPS9C4IO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 30 July 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"It's an excellent headphone at this price. Sounds really good.I generally used cheap headphones thinking that those were saving money. But, in reality, the quality of cheap headphone will also be cheap resulting in frequent malfunction and replacement.I bought this around 1 and half years ago and still going good.",,0
Amazon Customer,1.0 out of 5 stars,Disappointed,https://www.amazon.in/gp/customer-reviews/RAQ2GWZ65FO0B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 April 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,One of the ear pieces always stop working after a year. This was my third CX 180. Disappointed.,2 people found this helpful,0
Abhinav Gupta,3.0 out of 5 stars,Improve the quality,https://www.amazon.in/gp/customer-reviews/R1N2UE2YY26VLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 12 December 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Now hating Sennheiser for lowering the quality of this model. ANow Sennheiser Cx275s is equivalent to the Sennheiser Cx180 that doesn't comes with a mic. And they are charging 800 bucks more for just a mic. Actually i was Cx275s user and the sound quality was very very good before but now its lowered down.,,0
Amazon Customer,2.0 out of 5 stars,Dysfunctioned within a week,https://www.amazon.in/gp/customer-reviews/R3T23FQN7OLIPT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 August 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Disappointing!  Might wanna get a Sony earpiece instead!,One person found this helpful,0
Ruchi Sharma,3.0 out of 5 stars,Stopped working in 8 months,https://www.amazon.in/gp/customer-reviews/R1LFOEMQNR58IA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 26 May 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Don't buy it. It stopped working just after 8 months. And there is no warranty scheme either.,,0
Rahul Saxena,5.0 out of 5 stars,"Amazing, awesome and loving it",https://www.amazon.in/gp/customer-reviews/R74TJ0URZH6P2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 May 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Amazingly surprised by its sound. I have become a fan of sennheiser. Each and every beat is quite clear.  Descent base. I have used Sony,  Skull candy,  Samsung and others but it's sound quality is unbeatable. Must buy if you haven't bought it.",One person found this helpful,0
Pallab,5.0 out of 5 stars,No Sony No JBL.. It's Sennheiser..,https://www.amazon.in/gp/customer-reviews/R3HZSZSAZK45VL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 20 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"No Sony No JBL this has the best sound quality in this range, a well balanced sound.. If you can bare with no mic, this the headphone u need..  I got it for 649/- in amazon sale.. For this price there is no other earphone to beat it.. But handle it with care wires are quite fragile looking, though not that weak..",,0
Balaji Roy,5.0 out of 5 stars,VFM,https://www.amazon.in/gp/customer-reviews/R15M7TEYD585U8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 5 October 2014,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"This is a fine entry level product by Sennheiser and it live up to it's  brand name. If any one looking for a sub 1k head phone, look no further and buy it. I am using it about one month and found no cons until now. Sound quality is neat and clean with proper bass.Sound Clarity- 10/10Bass- 8/10Treble- 9/10",,0
siddu,2.0 out of 5 stars,No durability for this product..whereas Sound quality is good,https://www.amazon.in/gp/customer-reviews/RIEP4H4LUORD0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 2 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Durability is very poor... Now it's not working within one year it's gone bad... Don't buy this. JBL is very nice to for that.. this quality is good,,0
Ram Kumar,1.0 out of 5 stars,Totally disappointed,https://www.amazon.in/gp/customer-reviews/R19G5DG7EM8GAR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 5 November 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"One side ear speaker stopped working totally within five months... I wasted my money... I thought this best brand and i have not got any warranty, any good company does give atleast one year warranty like Skullcandy etc..",,0
Anant Kumar Tripathi,5.0 out of 5 stars,Best earphones at this price,https://www.amazon.in/gp/customer-reviews/RH49U5YFRBC82/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 21 August 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,It has a longer durability than any other earphones I have ever used.. Sound quality is lovely and looks premium,,0
Akash Mane,5.0 out of 5 stars,good,https://www.amazon.in/gp/customer-reviews/R120O5EPHM6PZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 24 December 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,good product happy to be used this one and amazon provide me best services and quality product some thing more to be improve inAI,,0
Divyam,3.0 out of 5 stars,Build quality not good I buy it on may2019 and it's September 2019 and it is damaged it's ear,https://www.amazon.in/gp/customer-reviews/R1CUVMWTZKOIDM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 September 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Build quality on ears wire I got torn away in three weeks I go to the senheieer repair shop they gave me new headphones but quality bass is not good as when they gave me new headphones,,0
Sal,5.0 out of 5 stars,One of the best product that I've purchased from Amazon.,https://www.amazon.in/gp/customer-reviews/RMQLU9XIBJ62E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 2 January 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Best sound quality. It reduces the outside noise once when we fit it in our ear. I'm using it for more than week. The only disadvantage is that, there is no mic. Despite of the mic I gave 5 stars.",One person found this helpful,0
Jagannath Bhat,4.0 out of 5 stars,I love the sound quality and bass,https://www.amazon.in/gp/customer-reviews/R1ZWE7OKGS6HM4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 March 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I love the sound quality and bass. I am satisfied with the cable length. It is definitely worth the price.It lasted for a year. I use my headphones many times a day. I can be a rough user sometimes.I love the fact that it is light-weight.,,0
satyam chauhan,5.0 out of 5 stars,Best earphone under 1000rs. . ;-),https://www.amazon.in/gp/customer-reviews/R2YYW6RDK1BCVJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 January 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Awesome earphone but have little more terrible .  . . .after 4 months of use one side the sound is loud but the other side it is very low like you can feel that you are hearing from one side only.,One person found this helpful,0
rajasekaran,1.0 out of 5 stars,not as expected,https://www.amazon.in/gp/customer-reviews/R2QAGXT3OCEWZB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 December 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I own a jbl, sony and skull candy headphones both high end and lower, this one is not up to the mark. just average one. very small and uncomfortable to handle",,0
Chandra S.,1.0 out of 5 stars,Want my headphones replaced as one side's not working,https://www.amazon.in/gp/customer-reviews/R1CKAI4M3DHNHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 November 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,It's about 5 months only and the earphones are not working properly. Sound comes from one side only. It's been promised 6 months warranty but i don't see any options about how can i get this replaced or repaired.Please help!!,,0
Narendra,5.0 out of 5 stars,One Earbud Stopped working!! suddenly within 5 days ...,https://www.amazon.in/gp/customer-reviews/RAVKO1D421SO4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 November 2016,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,One Earbud Stopped working!! suddenly within 5 days!ordered for replacement but no response from amazon.product audio output is ok but order at your own risk!Edit: amazon replaced my buds..They have lasted for 2 yrs now 😉Good quality of sound balanced and loud. But still lacks the soundstage/ sorround sound.,,0
jameer shaikh,3.0 out of 5 stars,left earphone doesn't stop working,https://www.amazon.in/gp/customer-reviews/R39F1UQ08JVW2S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 22 September 2014,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I h used skullcandy inked 2 rasta headsets...ifound that the bass responce is far better than it..but cx180 is lacking in treble responce ...it is to bad for high treble audio....so my oponion is that bass lovers should go for it blindly...The build qaulity is poor. There was problem in left earphone every time that they stops working in 2- 3 months.It has no mic...,,0
p.sarath b.,2.0 out of 5 stars,Not enough sound qualy,https://www.amazon.in/gp/customer-reviews/R3PMX5SC6ZVQEL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 1 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"The sound quality and reality of sound was not that great ,fells like 500 rupees earphones, maybe not worth at 1.75k,but ok for calls",,0
Raj,4.0 out of 5 stars,Superb sound,https://www.amazon.in/gp/customer-reviews/R2RTOSBJ5A21HH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 March 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Wow. What sound clarity. Mazza! Downer is it has no bass. Ear plugs fit so well and so good to hold. No ear pain after 5..6 hours of marathon listening. Too bad, doesn't come with mic",,0
